id,date, price ,bedrooms,bathrooms,condition,yr_built,zipcode
7883605985,20150330," $439,000 ",3,2.25,3,1994,98108
4038700190,20140930," $527,000 ",4,2.25,4,1961,98008
8661000089,20140716," $199,950 ",3,2.75,4,1948,98022
2329800430,20150204," $254,000 ",3,2.25,4,1988,98042
6431500280,20150323," $393,000 ",2,1,4,1921,98103
6204430250,20141121," $585,000 ",5,2.25,4,1979,98011
4365200630,20140716," $450,000 ",2,2,4,1923,98126
3630120050,20140625," $565,000 ",2,1.75,3,2005,98029
7844200050,20140522," $330,000 ",5,2.25,4,1986,98188
1240700006,20150511," $870,000 ",3,2,3,1992,98074
8563000470,20140723," $585,000 ",4,2.5,4,1966,98008
3221069091,20141106," $500,000 ",3,2.5,3,1977,98092
8645530010,20140515," $225,000 ",3,2,3,1979,98058
8645530010,20150325," $295,000 ",3,2,3,1979,98058
2141300420,20140626," $775,000 ",3,2.75,4,1976,98006
9407101900,20140717," $280,000 ",3,1,3,1981,98045
1931300425,20140908," $539,000 ",3,2.5,5,1923,98103
9290800050,20150324," $567,500 ",3,1.75,4,1953,98166
9421500010,20150205," $442,500 ",4,2.25,3,1960,98125
3333500151,20150507," $598,200 ",5,3.75,3,1997,98118
3759500006,20141014," $610,000 ",4,2.5,5,1955,98033
4221270290,20141121," $544,900 ",3,2.5,3,2004,98075
1775801405,20141216," $557,500 ",4,2.5,3,2001,98072
3575302575,20140811," $532,500 ",3,2.5,3,1979,98074
2581300010,20140609,1.35E+06,4,3.25,5,1985,98040
8805900080,20150430," $750,000 ",3,2,3,1920,98112
8121200460,20141119," $530,000 ",3,2.5,3,1983,98052
2461900609,20140717," $346,100 ",3,2.5,3,2003,98136
3298600440,20140810," $260,000 ",4,2.25,4,1977,98092
643300010,20140829," $365,000 ",3,1.75,5,1959,98006
224069102,20140908," $615,000 ",3,2,4,1983,98075
8856960050,20140724," $318,400 ",4,2.5,3,1994,98038
4024101478,20150303," $498,500 ",4,2.5,3,1993,98155
1839910470,20150408," $450,000 ",3,1.75,5,1971,98034
3668000670,20150327," $200,000 ",3,2,4,1988,98092
1274500420,20140909," $234,000 ",3,1,5,1968,98042
8151600470,20140804," $121,800 ",2,1,3,1947,98146
56000095,20140626," $805,000 ",3,2.75,5,1929,98116
3432500980,20140708," $410,000 ",4,2.25,3,1963,98155
7940700050,20150218," $475,000 ",3,2.5,3,1986,98034
1025039292,20141030," $1,340,000 ",4,2.5,3,1986,98199
3438503140,20140918," $269,000 ",1,1,3,1947,98106
7558750190,20140724," $573,000 ",4,2.25,4,1979,98052
3395040440,20150327," $330,000 ",3,2.5,3,2001,98108
4338800190,20140626," $252,750 ",4,1,3,1944,98166
8682290670,20150406," $745,000 ",2,2.5,3,2007,98053
5113260430,20150304," $280,000 ",3,2,3,1991,98038
387000190,20150430," $535,000 ",4,2.5,5,1974,98146
6844703135,20150312," $580,000 ",4,1.5,3,1953,98115
8899000190,20141212," $301,000 ",3,1.75,4,1968,98055
3275760190,20140624," $600,000 ",4,1.75,5,1968,98008
3438500924,20140811," $538,900 ",5,3,3,2005,98106
5104530430,20150209," $366,000 ",3,2.5,3,2006,98038
5468770250,20140819," $303,000 ",4,2.5,3,2003,98042
4318200440,20140522," $432,000 ",3,2.25,3,2007,98136
1721800190,20150409," $300,000 ",2,1.5,3,1945,98146
1250202285,20141020," $908,800 ",3,3,4,1939,98144
2767602945,20140625," $500,000 ",3,1.5,3,1940,98107
321049090,20140626," $254,000 ",5,2,5,1959,98001
4443801495,20140917," $470,000 ",5,1.5,4,1924,98117
3275750290,20150317," $480,000 ",3,2,5,1967,98008
2273600460,20150130," $536,000 ",3,1.75,4,1983,98033
8562720420,20150430,1.35E+06,4,3.5,3,2006,98027
1330900250,20140515," $550,000 ",3,2.25,4,1980,98052
1099600250,20141202," $260,000 ",3,1.75,4,1976,98023
1445200190,20150424," $284,900 ",2,1.5,3,2006,98155
1929300052,20141029," $740,000 ",3,2.5,3,2002,98109
7626200280,20141002," $425,000 ",2,1,4,1920,98136
7211402115,20140902," $230,000 ",3,1,3,1965,98146
324000280,20150413," $675,000 ",3,1.5,3,1926,98116
8091410080,20140729," $267,500 ",3,1.75,3,1986,98030
6616000010,20140825," $814,000 ",4,2.5,5,1952,98118
1125069102,20150427,1.25E+06,4,3,3,1989,98053
6413600151,20140916," $460,000 ",3,2,3,1985,98125
2607720420,20150120," $445,000 ",3,2.5,3,1994,98045
1854900470,20140924," $715,000 ",3,2.5,3,2004,98074
8901000911,20150219," $425,000 ",3,1.75,3,1947,98125
3709600190,20140715," $370,000 ",4,2.5,3,2009,98058
537000255,20150429," $302,000 ",2,1.75,4,1937,98003
4036800170,20140623," $453,000 ",4,1.75,4,1956,98008
5127100190,20140520," $290,000 ",3,1.75,4,1969,98059
1762600190,20141229," $1,040,000 ",4,2.5,3,1988,98033
7796100080,20140520," $925,000 ",4,2.25,4,1967,98033
9465910190,20140529," $600,000 ",3,1.75,3,1993,98072
9284801845,20140805," $354,000 ",3,1.5,4,1981,98126
3210200373,20140617," $204,950 ",4,1.75,3,1978,98023
1854900430,20150422," $675,000 ",4,2.5,3,2005,98074
2944000050,20150422," $995,000 ",4,3.25,3,1986,98052
7971300020,20150331," $800,000 ",5,2,4,1957,98005
1542800010,20140909," $472,500 ",3,2.5,3,1996,98052
1433500050,20141202," $549,950 ",4,2.5,3,1969,98007
9482700080,20141013," $575,575 ",3,1.75,3,1925,98103
3303870050,20150303," $545,000 ",4,3.25,3,2006,98092
2071700010,20141119," $340,000 ",3,2.25,3,1963,98133
421000430,20150331," $225,000 ",3,1,4,1963,98056
2787460430,20141028," $299,950 ",2,1.75,3,1983,98031
2436200185,20150223," $829,900 ",4,3.5,3,2001,98105
9542830440,20150330," $340,000 ",4,2.5,3,2007,98038
23500190,20141008," $515,000 ",4,2.25,3,1975,98052
3905030190,20140711," $601,000 ",4,2.5,4,1992,98029
8079050010,20150504," $470,000 ",3,2.5,3,1994,98059
3172600095,20140708," $371,500 ",3,1,4,1954,98106
126059242,20141119," $550,000 ",3,1.75,4,1980,98072
2944510080,20141214," $242,550 ",4,2.5,3,1995,98023
7019000050,20140506," $367,500 ",3,1.5,3,1961,98177
7212680460,20140924," $359,000 ",4,3.5,3,1996,98003
5706600170,20150311," $204,900 ",3,2,2,1984,98001
3322049005,20140930," $850,000 ",4,2.75,2,1969,98001
7338000950,20141021," $187,000 ",3,1.5,3,1985,98002
3323059027,20140528," $326,000 ",3,2.75,4,1958,98058
3323059027,20150225," $340,000 ",3,2.75,4,1958,98058
5502700005,20140625," $330,000 ",6,2.25,3,1951,98030
7205930050,20150102," $782,000 ",4,3.5,3,2001,98052
1853200190,20141103," $612,000 ",4,2.5,3,1999,98034
2697400020,20141031," $400,000 ",3,2,3,1964,98177
226039316,20140603," $941,500 ",5,3.5,3,1980,98177
3126049439,20150109," $313,000 ",2,1.5,3,2004,98103
3491300052,20150409," $735,000 ",4,2.25,5,1929,98117
6662410020,20150319," $471,000 ",3,1.75,3,1977,98011
6139100086,20150224," $350,000 ",3,1,4,1950,98155
5710610670,20140723," $530,000 ",4,2.5,3,1976,98027
7503000020,20140507," $415,000 ",4,3,3,1991,98028
1795920440,20140621," $639,500 ",4,2.25,3,1986,98052
3570000130,20140611," $580,379 ",4,2.75,4,1976,98075
7853340430,20141119," $378,000 ",2,2.5,3,2009,98065
2473380010,20150115," $265,000 ",3,2.25,4,1969,98058
3306300630,20140924," $212,000 ",3,1.75,4,1967,98023
3222049120,20150123," $400,000 ",4,3,3,1998,98198
2425059173,20150206," $750,000 ",4,2.5,3,1997,98008
1196000007,20140505," $384,900 ",5,2.5,3,1968,98023
8651402910,20140806," $176,000 ",2,1,5,1969,98042
3558000130,20140909," $350,000 ",3,2.75,3,2002,98038
3830210020,20140729," $168,000 ",3,1,4,1977,98030
7950302210,20141114," $358,000 ",4,2,3,1908,98118
1774200190,20150428," $580,000 ",3,2.75,4,1975,98077
3715500170,20140623," $442,500 ",3,1.75,3,1977,98034
2436700655,20150317," $515,000 ",2,2.5,3,2004,98105
5072100095,20141117," $554,000 ",5,2.5,4,1958,98166
305000170,20140610," $659,000 ",3,2.5,3,1996,98075
2570300130,20150317," $414,999 ",4,2.5,3,1963,98034
776600130,20140502," $275,000 ",3,1.5,3,1983,98045
5379802181,20141119," $193,000 ",2,1,4,1951,98188
9558020380,20140820," $525,000 ",4,2.5,3,2002,98058
3396830020,20141009," $424,000 ",3,2.5,3,1985,98052
7519001825,20150108," $455,000 ",2,1,4,1908,98117
2324039069,20140822," $463,000 ",2,1,4,1943,98126
1245500950,20150504," $1,100,000 ",4,2.5,3,1960,98033
5100404030,20141208," $523,000 ",3,1.75,4,1963,98115
9542000050,20140808," $615,000 ",4,1.75,4,1959,98005
5608000630,20141103,1.52E+06,4,4,3,1991,98027
475001235,20140808," $870,000 ",5,4,3,1900,98107
2725069150,20140817," $710,000 ",3,2.5,3,1991,98074
9202000080,20140707," $215,000 ",3,1,5,1967,98023
225039049,20140908," $590,000 ",2,1,4,1920,98117
2212500430,20140814," $323,000 ",5,2.5,3,1962,98092
2473100010,20140722," $279,000 ",4,2,4,1966,98058
2795000080,20140919," $535,100 ",3,2.25,3,1973,98177
9541800010,20141027," $830,000 ",5,2.25,5,1959,98005
2619920010,20140703," $815,000 ",4,2.5,3,2002,98033
4046400010,20150309," $535,900 ",3,2.25,3,1975,98008
7642200095,20150309," $230,000 ",3,1,3,1955,98146
8899000430,20150217," $325,500 ",4,1.75,4,1969,98055
8944750480,20150130," $359,000 ",3,2.25,3,1997,98056
7852020660,20140509," $505,000 ",3,2.5,3,1999,98065
7789000080,20140930," $253,905 ",3,1,5,1958,98056
6413100122,20140711," $369,950 ",3,1.75,3,1965,98125
8856960280,20150121," $350,000 ",3,2.25,3,1995,98038
1868901190,20140807," $650,000 ",4,2.25,3,2001,98115
3123039136,20140825," $295,000 ",3,1.75,3,1925,98070
3585300415,20150507," $620,000 ",3,1.75,3,1948,98177
2624089007,20150320,2.00E+06,2,2.5,3,2009,98065
4338800170,20140507," $246,000 ",3,1,3,1944,98166
4046501300,20140916," $430,000 ",3,2.75,3,1965,98014
3331001995,20150123," $509,990 ",3,2,2,1921,98118
802000130,20141209," $490,000 ",4,1.75,4,1962,98033
2011400779,20141202," $385,000 ",4,2.75,3,1979,98198
8651610660,20150429," $769,000 ",4,2.5,3,1999,98074
1788900380,20150212," $185,000 ",2,1,4,1960,98023
2121000250,20140509," $303,500 ",3,1.5,4,1973,98034
2110900050,20150211," $468,000 ",4,2.5,3,1957,98177
5469503280,20140721," $449,950 ",4,2.5,3,1978,98042
6300000364,20140616," $235,000 ",2,1.5,3,1999,98133
2616800050,20141202," $520,000 ",4,2.5,3,1985,98027
1446400648,20141106," $203,000 ",2,1,3,1951,98168
4038700380,20140826," $657,000 ",5,2.5,4,1960,98008
9109000050,20140709," $275,000 ",3,1,4,1954,98126
9465910380,20141024," $540,000 ",4,2.25,3,1991,98072
1137400460,20140624," $455,000 ",4,2.5,3,2005,98059
2545700020,20141016," $458,500 ",2,1.75,3,1941,98115
3260570290,20150424," $549,900 ",4,3.5,3,2003,98055
5652600185,20140502," $750,000 ",3,1.75,5,1923,98115
7347600507,20140623," $235,000 ",4,1.75,3,1962,98168
1545802850,20140911," $286,000 ",4,2.5,5,1989,98038
3126059027,20150318," $2,640,000 ",4,3.5,3,1958,98033
8087800430,20150210," $602,000 ",4,1.75,4,1963,98052
9547200460,20140820," $640,000 ",3,1.5,3,1915,98115
3826501060,20141009," $267,000 ",3,1.75,4,1977,98030
5406500430,20150421," $712,000 ",4,2.5,3,2001,98075
5417600130,20141010," $244,500 ",2,1,3,1923,98065
5417600130,20150512," $301,000 ",2,1,3,1923,98065
2138700345,20140818," $990,000 ",4,2.5,4,1919,98109
5611500170,20150422," $739,999 ",4,2.75,3,1999,98075
5700002125,20140610," $480,000 ",4,1.75,3,1910,98144
1473200170,20140729," $305,000 ",3,2.5,3,2009,98133
2922702965,20150115," $703,300 ",3,2,4,1932,98117
7895500290,20150330," $265,000 ",4,1.5,4,1971,98001
7338200170,20150422," $600,000 ",4,2.5,3,1992,98045
6929603769,20140721," $253,000 ",3,1,3,1968,98198
9429000170,20150326," $617,950 ",4,2.5,3,1997,98034
2114700190,20141212," $385,000 ",4,3.25,4,2000,98106
323049148,20141219," $319,000 ",3,2,5,1967,98118
4038700290,20150423," $696,000 ",3,2.5,5,1960,98008
9284802045,20140630," $345,000 ",2,1,4,1932,98126
3188100007,20141022," $380,000 ",3,2.5,3,2002,98115
1200019,20140508," $647,500 ",4,1.75,4,1947,98166
2616800480,20140925," $725,000 ",3,2.5,3,1997,98027
2310000380,20141219," $269,950 ",3,1.75,4,1989,98038
4054560170,20140611," $875,000 ",4,2.5,3,1995,98077
7972601900,20140530," $299,950 ",3,1,3,1955,98106
3391500050,20140703,1.88E+06,4,3.25,3,2006,98004
8132700190,20140602," $430,000 ",2,1,3,1947,98117
3904990430,20150129," $495,000 ",5,2.5,3,1989,98029
5469700052,20141113," $275,000 ",3,1.5,3,1970,98031
4006000509,20140916," $333,000 ",3,1,3,1964,98118
9269750460,20140519," $247,000 ",3,2.25,4,1986,98023
2721059173,20150309," $204,555 ",3,1.75,4,1983,98092
3981200660,20140715," $432,000 ",3,2,4,1994,98042
4012800050,20140521," $175,000 ",3,1.75,4,1962,98001
3275750050,20150320," $556,300 ",4,2.5,4,1968,98008
8572900275,20140625," $286,000 ",2,1,4,1930,98045
993000950,20140906," $320,000 ",2,1.5,3,2000,98103
426069099,20150420," $815,000 ",3,2.5,4,1991,98077
3276180020,20150327," $385,000 ",4,1.75,3,1980,98056
5700001640,20140508," $1,040,000 ",4,1,5,1910,98144
9264940130,20141028," $350,000 ",4,2.25,3,1987,98023
7300400670,20140729," $277,000 ",4,2.5,3,1998,98092
4112100101,20150219," $415,000 ",6,2,3,1966,98118
6163901381,20141204," $295,000 ",3,1,5,1951,98155
7603100020,20140805," $969,000 ",4,2,5,1919,98116
4302200415,20141104," $339,888 ",4,1.75,5,1947,98106
3876760430,20140822," $269,950 ",3,2.25,3,1996,98030
3754501235,20141001," $1,190,000 ",3,2.5,3,2006,98034
8691330500,20141216," $780,000 ",4,2.5,4,1998,98075
8651401680,20150408," $198,000 ",3,1,4,1968,98042
8011100050,20150508," $350,000 ",2,1,4,1953,98056
3768000280,20141201," $350,000 ",3,1,4,1967,98034
1321710460,20141206," $319,000 ",4,2.25,3,1990,98023
8731981680,20140908," $311,000 ",4,2.25,4,1973,98023
7714000250,20141018," $394,000 ",5,3.25,3,2004,98038
1336800010,20140613," $1,340,000 ",5,2.25,4,1906,98112
5442300807,20140624," $2,700,000 ",5,2.75,3,1959,98040
6190701112,20141125," $396,000 ",3,1,3,1949,98133
2680700280,20150402," $809,000 ",4,1.75,4,1976,98033
1025059181,20140722," $480,000 ",3,2,3,1977,98052
3856900005,20140909," $535,000 ",6,1.75,4,1913,98115
4302700425,20150213," $425,000 ",5,2.75,3,1947,98106
6824100005,20140801," $408,000 ",3,2.5,3,2006,98117
3625600190,20150409,1.26E+06,4,2.5,4,1966,98040
7588700177,20150420," $310,000 ",1,0.75,4,1947,98117
3303950080,20141103," $292,000 ",3,2.5,3,1996,98038
985000950,20150227," $217,000 ",2,1,4,1942,98168
8011100005,20150127," $398,500 ",4,2.5,3,2005,98056
5316100980,20150326," $2,250,000 ",3,3,4,1930,98112
6819100345,20150325," $700,000 ",4,1.75,3,1955,98109
3276930420,20140912," $585,000 ",4,2.5,3,1989,98075
6648900005,20141008," $399,950 ",3,1,4,1954,98155
6083000050,20140613," $235,000 ",3,1.75,3,1980,98168
1180008315,20140715," $212,000 ",3,1,5,1951,98178
8651510380,20140821," $310,000 ",3,2,3,1982,98074
8651510380,20141216," $539,000 ",3,2,3,1982,98074
9826701794,20141205," $390,000 ",3,3,3,2001,98122
2790400380,20141201," $560,000 ",3,2.5,4,1976,98052
6979940050,20140916," $800,000 ",5,2.5,3,1999,98075
1727001300,20140609,1.90E+06,4,3.25,3,1978,98005
686100380,20141027," $472,000 ",5,2,3,1963,98008
4037400280,20140923," $502,550 ",3,1.75,4,1958,98008
8691400010,20150327," $830,000 ",4,3.25,3,2004,98075
1450300050,20140723," $224,950 ",4,2.5,4,1965,98002
4024101440,20140618," $375,000 ",3,2.5,3,1997,98155
624100010,20141208," $645,000 ",3,2.5,3,1983,98077
9523102580,20140523," $599,000 ",3,2.75,5,1926,98103
7429000130,20150509," $515,000 ",4,2.5,3,1996,98031
7335400345,20140528," $135,000 ",2,1,4,1948,98002
7215721330,20141023," $485,000 ",3,2.5,3,2000,98075
3117100130,20140714," $890,000 ",3,3.25,4,1975,98005
2868900020,20150408," $215,000 ",3,1,4,1972,98042
5703500130,20141217," $299,500 ",3,1,3,1981,98045
3025059136,20140813," $800,000 ",2,1,4,1951,98004
6679000130,20150209," $275,000 ",3,2.5,3,2002,98038
4222500020,20150219," $256,400 ",3,1.5,3,1963,98003
3997500130,20150224," $310,000 ",2,1,4,1948,98155
9834201205,20150304," $385,000 ",1,1,3,1954,98144
806000020,20150310," $203,000 ",3,1.5,3,1963,98055
507100005,20150310," $285,000 ",4,2,3,1954,98133
8635760480,20150127," $473,975 ",3,2.5,3,1999,98074
1328330190,20140714," $320,000 ",3,1.75,4,1978,98058
2919702040,20140612," $599,000 ",5,2.75,3,1967,98117
3095000095,20140714," $580,000 ",3,2,4,1925,98126
304100010,20141209," $269,500 ",4,2.25,3,1999,98001
617000089,20141117," $274,000 ",2,1,4,1954,98166
3582750280,20150326," $347,000 ",2,1.75,4,1974,98028
3438500430,20140521," $270,000 ",3,1.75,3,1957,98106
8964800225,20150303," $1,430,000 ",3,2,3,1949,98004
2013801350,20150220," $220,000 ",3,1.75,3,1993,98198
1320069163,20150304," $243,000 ",3,1,4,1955,98022
7549800168,20140527," $457,500 ",3,1.75,5,1925,98108
3226049466,20141219," $340,000 ",2,1.75,3,1951,98115
9822700285,20140918," $657,500 ",4,1.5,3,1912,98105
538000250,20150112," $332,500 ",4,2.5,3,1998,98038
5702450250,20140717," $340,000 ",3,2,3,1993,98045
8835900086,20140902," $350,000 ",4,3,3,1959,98118
3333002302,20150213," $428,000 ",4,2.5,5,1966,98118
7787120500,20150504," $515,055 ",4,2.5,3,1999,98045
8563010420,20150204," $450,000 ",3,1.75,4,1972,98008
3361400190,20150226," $190,000 ",3,1,3,1943,98168
1024039001,20140717,1.00E+06,4,2.75,4,1919,98116
6806100420,20141119," $299,000 ",3,2.5,3,2005,98058
3204300225,20141103," $508,000 ",2,1,3,1927,98112
8857640420,20141001," $294,000 ",4,2.25,3,2005,98038
4443800130,20141024," $320,000 ",2,1,3,1918,98117
3449800290,20150406," $641,000 ",5,2.75,3,1996,98056
2426059071,20141021," $675,000 ",3,2.5,4,1978,98072
2618300190,20141224," $255,000 ",3,1.5,5,1964,98042
6181400920,20150430," $286,651 ",3,2.5,3,2004,98001
424069150,20150213," $607,500 ",4,2.5,4,1969,98075
856000255,20150203," $765,000 ",3,1,4,1956,98033
1841500050,20141020," $334,950 ",4,1.75,3,1961,98031
3226059071,20140819," $426,000 ",3,1,5,1952,98033
524059093,20140825," $775,000 ",3,1.75,4,1946,98004
1568100225,20141204," $343,000 ",2,1.5,5,1953,98155
4027700726,20140908," $470,101 ",4,2.5,3,1986,98028
5198600005,20150505," $195,000 ",3,1.5,4,1958,98002
7677300010,20150303," $772,500 ",4,1,3,1928,98117
7979900006,20140625," $450,000 ",3,1.5,3,1954,98155
1102000527,20140902,1.44E+06,4,3.75,3,2001,98118
1115800440,20140918," $525,000 ",4,1.75,3,1970,98052
9407110680,20141008," $280,000 ",3,1.5,3,1980,98045
6084601060,20140718," $270,000 ",3,2.5,3,1986,98001
993001330,20140505," $406,100 ",3,2.25,3,2005,98103
2475200290,20141020," $332,544 ",2,1.75,3,1987,98055
5381000048,20150427," $110,000 ",2,1,3,1947,98188
5605000595,20141209," $685,000 ",6,2.25,3,1921,98112
1124000050,20140729," $461,000 ",4,1,5,1951,98177
3558900430,20150414," $615,000 ",3,2.25,4,1979,98034
2708100130,20150503," $550,000 ",2,1,4,1926,98103
1236300290,20141022,1.06E+06,4,3.5,3,1995,98033
525069099,20141022," $685,000 ",3,2.5,4,1993,98053
3262300235,20141126,1.56E+06,5,2.5,4,1962,98039
5104510130,20140603," $312,000 ",4,2.5,3,2003,98038
7197350050,20140701," $507,500 ",3,1.75,3,1977,98052
2822049148,20140918," $217,000 ",3,1,3,1966,98198
7558300170,20141212," $439,000 ",3,2.25,4,1981,98034
7852190050,20140626," $620,000 ",6,3.5,3,2004,98065
1277000020,20140812," $915,000 ",4,2.5,3,1998,98007
567000660,20141204," $425,000 ",4,2,3,1977,98144
9214400396,20150227," $435,000 ",2,1,3,1947,98115
9406520290,20141229," $305,000 ",3,2.25,3,1996,98038
2112700895,20150326," $276,000 ",2,1,3,1918,98106
2474400250,20140630," $327,500 ",3,2.25,3,1990,98031
3889100029,20140617," $810,000 ",3,2.5,3,2003,98033
11501310,20141121," $715,000 ",3,3.25,3,1994,98052
5672000020,20140805," $272,000 ",3,1.5,4,1963,98055
6668900005,20150421," $266,000 ",2,1,5,1949,98155
2346800005,20150427," $543,000 ",3,1.5,3,1944,98136
2872900050,20141007," $400,000 ",3,2.5,3,1984,98074
4040600190,20140806," $509,500 ",5,2.25,4,1961,98007
7129301578,20140521," $495,000 ",3,3.5,3,1997,98118
3955900500,20150313," $424,950 ",4,2.5,3,2001,98056
7788400170,20140926," $230,000 ",3,1,3,1957,98056
3831000010,20140806," $235,000 ",4,1.5,3,1951,98031
3885803895,20150309," $763,000 ",3,2,4,1942,98033
3810000480,20140919," $350,000 ",3,1.75,5,1939,98178
6169901197,20141126," $900,000 ",3,1.5,5,1917,98119
6882520050,20141007," $250,000 ",3,1,4,1973,98118
2608300103,20150126," $225,000 ",3,2.5,3,2004,98106
3530400080,20141226," $255,000 ",2,2,3,1974,98198
1099760470,20140604," $161,700 ",4,1.75,3,1974,98023
4327600010,20150202," $336,000 ",3,3,3,1988,98178
6150200005,20141023," $410,500 ",3,1,3,1954,98133
4019300480,20141111," $502,700 ",4,3.5,4,1968,98155
6855100010,20140923," $505,000 ",3,2.5,5,1977,98034
5249801440,20141216," $250,000 ",3,1,3,1910,98118
5249801440,20150422," $570,000 ",3,1,3,1910,98118
7524350080,20150318," $349,900 ",4,2.5,3,1994,98198
1137800460,20141209," $465,000 ",3,2.5,3,1988,98003
587550280,20140530," $625,000 ",4,3.25,3,1989,98023
871001365,20150219," $655,000 ",3,1.75,3,1952,98199
1430800279,20150327," $469,000 ",4,1.75,4,1946,98166
1226039130,20141009," $355,000 ",3,2.25,3,1964,98177
7254000050,20150224," $596,000 ",3,2.5,3,2001,98005
3530200020,20150402," $790,000 ",4,2.5,3,1986,98077
2386000020,20141008," $885,000 ",4,2.25,3,1991,98053
6738700225,20140912,1.03E+06,4,3.25,3,1912,98144
6821600005,20150403," $710,000 ",4,1.75,4,1941,98199
3579000010,20140814," $428,040 ",3,2.5,3,1988,98028
9359100101,20150414,1.37E+06,5,2.25,3,1959,98040
6819100122,20140605," $546,000 ",2,1,3,1924,98109
3908100020,20140803," $540,000 ",4,1,5,1951,98115
6392001950,20140908," $435,000 ",3,2.5,3,1985,98115
2872900280,20150406," $540,000 ",4,2.25,4,1984,98074
6437400101,20141113," $284,000 ",2,1,3,1918,98106
7227502155,20140714," $208,000 ",2,1,5,1942,98056
1115100169,20141203," $315,000 ",3,1.75,3,1977,98155
2919702705,20140731," $417,500 ",2,1,3,1910,98117
7302000500,20140917," $345,000 ",3,1.75,3,1978,98053
6021503656,20140902," $375,000 ",3,2.5,3,2004,98117
8665200020,20140623," $389,800 ",3,1.75,3,1959,98155
3288301330,20150408," $475,000 ",3,1.75,3,1973,98034
2621700010,20140508," $569,000 ",4,2.25,3,1980,98053
1824079073,20150331," $985,000 ",5,4.25,3,1999,98024
1954440080,20150129," $532,000 ",3,2.5,3,1987,98074
7452500285,20140811," $280,000 ",2,1,5,1951,98126
7937600380,20150217," $435,000 ",4,2,4,1963,98058
5153200651,20150316," $223,000 ",3,1,3,1952,98023
2323069022,20150115," $390,000 ",2,1,4,1947,98027
1328340380,20141027," $315,000 ",3,1.75,3,1981,98058
2256500005,20141014," $612,000 ",3,3,3,1982,98122
9828200545,20140513," $591,000 ",3,1.75,5,1922,98122
686450080,20140711," $800,000 ",4,2.25,3,1968,98008
2571900380,20150122," $225,000 ",3,2,3,1990,98022
1026069120,20140508," $589,900 ",2,3,3,1993,98077
3882320010,20141126," $565,000 ",4,2.5,3,1979,98052
1377300020,20150219," $650,000 ",3,1.5,3,1940,98199
1124000005,20140918," $499,000 ",3,2.5,3,1951,98177
1151100010,20140515," $280,000 ",3,1,3,1959,98045
7997200130,20150128," $649,950 ",3,2.5,4,1944,98117
2419600005,20140709," $420,000 ",3,1.75,4,1954,98133
5727000010,20141215," $319,990 ",4,2.5,3,2003,98031
8656300080,20140812," $265,000 ",3,2,3,1992,98014
9517200290,20150223," $482,000 ",3,1.75,3,1984,98072
3123049142,20140805," $452,000 ",3,2.25,4,1956,98166
4139500080,20140718,1.49E+06,4,4.25,3,1998,98006
6150200280,20140821," $375,000 ",2,1,4,1943,98133
6021500840,20140703," $588,000 ",5,3,5,1940,98117
8691310420,20150424," $635,000 ",4,2.5,3,1998,98075
1402900380,20140703," $280,500 ",4,2.5,3,1997,98092
2345500010,20140925," $210,500 ",2,1.75,4,1985,98003
3279000460,20140926," $196,500 ",3,2,4,1979,98023
723000114,20140505,1.40E+06,5,3.5,5,1971,98105
5145100080,20150206," $475,000 ",3,1.75,2,1977,98034
8078410280,20150504," $550,000 ",3,2.5,4,1987,98074
3885806105,20140521,1.58E+06,3,3.25,3,2007,98033
5702380780,20150422," $240,000 ",3,1.75,3,1991,98022
3826000280,20150429," $272,000 ",3,1,3,1934,98168
1421079007,20150324," $408,506 ",3,2.75,3,2000,98010
3702900185,20140818," $640,000 ",3,2.5,3,1991,98116
4136880460,20140514," $316,000 ",4,2.5,3,1995,98092
7885100005,20140820," $299,000 ",4,2,3,1943,98108
3037200010,20150305," $447,500 ",2,2.25,3,2004,98122
4309710250,20140505," $736,500 ",4,2.5,3,2000,98059
3401700185,20140728," $665,000 ",4,2,3,1924,98072
2141300080,20150424," $707,000 ",5,2.5,4,1975,98006
3387800380,20140829," $215,000 ",4,1.75,3,1959,98031
2310000280,20141211," $275,000 ",3,2.25,4,1989,98038
1687900170,20150325," $648,000 ",4,2.25,4,1983,98006
8079000190,20141028," $415,000 ",4,2.5,3,1987,98059
1710400005,20141119," $690,000 ",3,2,3,1999,98122
2473420170,20140924," $320,000 ",4,2.75,4,1979,98058
1056200010,20140902," $750,000 ",3,1.75,4,1956,98004
263000359,20140630," $355,000 ",3,2.25,3,2005,98103
6624010170,20140508," $246,000 ",3,1.75,4,1975,98031
824059265,20141001,1.16E+06,3,1.75,4,1968,98004
2869100080,20140606," $744,000 ",3,2.5,3,1986,98052
203100440,20140911,1.21E+06,3,3.75,3,1997,98053
9542800290,20141210," $217,000 ",3,2,3,1977,98023
3342100780,20140709," $583,000 ",3,2.5,3,1998,98056
475000080,20141111," $515,000 ",2,1.5,4,1904,98107
1562100380,20150319," $594,000 ",4,1.75,4,1965,98007
3878900185,20141022," $303,100 ",3,1.5,3,1952,98178
6791100280,20141010," $430,000 ",3,1.75,4,1970,98075
1926059099,20141208," $708,000 ",5,3.25,3,2004,98034
2881700547,20140813," $221,000 ",3,1,3,1959,98133
3260800190,20150324," $325,000 ",3,2.5,3,1998,98003
2954400190,20140624,1.30E+06,0,0,3,1990,98053
7715600050,20150219," $385,000 ",3,1.75,4,1944,98125
